"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",-12.7637,"1","29","1","< 1 Year","No","low","152",217,"0"
"Male",-2.7637,"1","3","0","1-2 Year","No","high","26",290,"0"
"Male",22.2363,"1","29","0","1-2 Year","Yes","high","26",162,"0"
"Male",10.2363,"1","3","0","1-2 Year","Yes","low","40",229,"0"
"Male",-13.7637,"1","11","0","< 1 Year","No","medium","152",132,"0"
"Female",-11.7637,"1","49","1","< 1 Year","No","medium","31",43,"0"
"Female",-14.7637,"1","28","0","< 1 Year","Yes","high","152",84,"0"
"Male",38.2363,"1","46","0","1-2 Year","Yes","high","26",15,"0"
"Female",9.2363,"1","3","0","1-2 Year","Yes","high","26",141,"0"
"Female",-13.7637,"1","12","1","< 1 Year","No","low","152",287,"0"
"Male",-17.7637,"1","46","0","< 1 Year","Yes","medium","160",257,"0"
"Male",28.2363,"1","28","0","> 2 Years","Yes","high","3",123,"0"
"Female",1.2363,"1","8","1","1-2 Year","No","low","152",189,"0"
"Female",9.2363,"1","28","1","1-2 Year","No","medium","26",185,"0"
"Female",6.2363,"1","28","1","1-2 Year","No","medium","124",210,"0"
"Female",37.2363,"1","28","1","1-2 Year","No","medium","26",162,"0"
"Male",-15.7637,"1","50","1","< 1 Year","No","medium","152",139,"0"
"Female",25.2363,"1","28","0","1-2 Year","Yes","medium","154",138,"0"
"Female",-14.7637,"1","9","1","< 1 Year","No","medium","152",54,"0"
"Female",14.2363,"1","15","0","1-2 Year","No","medium","152",159,"0"
"Male",7.2363,"1","28","0","> 2 Years","Yes","high","13",213,"1"
"Male",9.2363,"1","46","1","1-2 Year","No","medium","26",131,"0"
"Male",15.2363,"1","28","0","1-2 Year","Yes","medium","26",39,"0"
"Male",-16.7637,"1","32","0","< 1 Year","Yes","medium","152",169,"0"
"Male",29.2363,"1","1","1","1-2 Year","No","low","124",58,"0"
"Female",-15.7637,"1","46","1","< 1 Year","No","medium","152",15,"0"
"Male",38.2363,"0","8","1","1-2 Year","No","high","26",144,"0"
"Female",-14.7637,"1","6","1","< 1 Year","No","medium","160",18,"0"
"Female",-10.7637,"1","35","1","< 1 Year","No","low","152",201,"0"
"Female",6.2363,"1","29","0","1-2 Year","Yes","low","26",246,"1"
"Female",41.2363,"1","40","1","1-2 Year","No","low","26",232,"0"
"Female",-13.7637,"1","8","1","< 1 Year","No","medium","152",32,"0"
"Male",0.2363,"1","8","0","1-2 Year","Yes","medium","155",153,"1"
"Male",25.2363,"1","28","1","1-2 Year","No","high","23",36,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","high","26",230,"0"
"Male",5.2363,"1","11","0","1-2 Year","No","high","124",231,"0"
"Male",-6.7637,"1","8","0","< 1 Year","Yes","medium","152",84,"0"
"Male",-8.7637,"1","28","1","< 1 Year","No","medium","152",202,"0"
"Female",3.2363,"1","8","0","1-2 Year","Yes","high","154",43,"0"
"Male",2.2363,"1","28","1","1-2 Year","No","medium","124",79,"0"
"Female",5.2363,"1","30","0","1-2 Year","Yes","medium","124",90,"0"
"Male",-7.7637,"1","50","1","< 1 Year","No","medium","152",269,"0"
"Female",26.2363,"1","28","0","1-2 Year","Yes","high","26",282,"0"
"Female",-15.7637,"1","11","1","< 1 Year","No","high","152",242,"0"
"Female",24.2363,"1","28","0","1-2 Year","Yes","medium","26",63,"1"
"Male",0.2363,"1","28","1","1-2 Year","No","low","124",237,"0"
"Female",-10.7637,"1","46","0","< 1 Year","Yes","low","124",99,"1"
"Female",-13.7637,"1","45","1","< 1 Year","No","medium","152",296,"0"
"Male",-6.7637,"1","19","0","1-2 Year","Yes","low","124",220,"1"
"Female",-13.7637,"1","8","1","< 1 Year","No","medium","152",30,"0"
"Male",-13.7637,"1","30","1","< 1 Year","No","medium","152",163,"0"
"Male",-12.7637,"1","15","1","< 1 Year","No","medium","152",195,"0"
"Female",6.2363,"1","18","0","1-2 Year","Yes","low","124",50,"0"
"Male",-14.7637,"1","45","1","< 1 Year","No","high","152",260,"0"
"Male",32.2363,"1","11","0","> 2 Years","Yes","low","156",11,"0"
"Male",-6.7637,"1","8","1","1-2 Year","No","high","124",75,"0"
"Female",27.2363,"1","36","0","1-2 Year","Yes","medium","152",175,"0"
"Female",5.2363,"1","3","0","1-2 Year","Yes","medium","124",24,"1"
"Female",1.2363,"1","1","0","1-2 Year","Yes","low","26",288,"1"
"Male",-12.7637,"1","28","0","1-2 Year","Yes","medium","154",195,"1"
"Female",11.2363,"1","39","0","1-2 Year","No","medium","124",232,"0"
"Male",-14.7637,"1","42","1","< 1 Year","No","medium","152",81,"0"
"Male",-17.7637,"1","15","0","< 1 Year","No","medium","160",180,"0"
"Male",25.2363,"1","9","1","1-2 Year","No","medium","152",97,"0"
"Male",31.2363,"1","28","0","1-2 Year","Yes","low","156",196,"0"
"Female",-17.7637,"1","46","0","< 1 Year","Yes","medium","160",165,"0"
"Female",13.2363,"1","19","0","1-2 Year","Yes","high","30",229,"1"
"Female",13.2363,"1","36","0","1-2 Year","Yes","medium","26",86,"0"
"Female",-8.7637,"1","34","1","< 1 Year","No","medium","152",244,"0"
"Male",7.2363,"1","28","1","1-2 Year","No","high","26",169,"0"
"Male",8.2363,"1","26","0","1-2 Year","Yes","low","124",98,"1"
"Female",22.2363,"1","28","0","1-2 Year","Yes","high","26",203,"0"
"Male",-14.7637,"1","35","1","< 1 Year","No","low","152",145,"0"
"Female",2.2363,"1","30","0","1-2 Year","Yes","low","124",254,"0"
"Male",-11.7637,"1","10","1","< 1 Year","No","medium","152",178,"0"
"Male",-11.7637,"1","28","1","< 1 Year","No","medium","152",269,"0"
"Female",-8.7637,"1","12","0","< 1 Year","Yes","low","26",160,"1"
"Male",-4.7637,"1","41","0","1-2 Year","Yes","low","163",246,"1"
"Female",-15.7637,"1","41","1","< 1 Year","No","medium","152",50,"0"
"Male",-13.7637,"1","41","0","< 1 Year","Yes","high","152",68,"0"
"Male",14.2363,"1","28","0","1-2 Year","Yes","medium","157",259,"0"
"Male",-2.7637,"1","19","0","1-2 Year","Yes","medium","124",110,"1"
"Male",7.2363,"1","48","1","1-2 Year","No","low","124",294,"0"
"Female",42.2363,"1","28","1","1-2 Year","No","medium","139",282,"0"
"Female",-13.7637,"1","37","1","< 1 Year","No","high","26",93,"0"
"Male",5.2363,"1","3","0","1-2 Year","Yes","low","26",194,"0"
"Female",-13.7637,"1","30","0","< 1 Year","Yes","medium","154",209,"1"
"Female",-17.7637,"1","11","0","< 1 Year","Yes","low","152",204,"0"
"Male",5.2363,"1","38","0","> 2 Years","Yes","medium","26",208,"1"
"Female",-14.7637,"1","49","1","< 1 Year","No","medium","152",37,"0"
"Male",26.2363,"1","29","1","1-2 Year","No","low","124",19,"0"
"Male",14.2363,"1","18","0","> 2 Years","Yes","medium","26",49,"0"
"Female",10.2363,"1","47","0","1-2 Year","Yes","low","156",99,"0"
"Male",-12.7637,"1","8","1","< 1 Year","No","medium","152",10,"0"
"Female",20.2363,"1","46","0","1-2 Year","Yes","medium","124",54,"1"
"Male",23.2363,"1","28","1","1-2 Year","No","high","11",237,"0"
"Female",-15.7637,"1","35","0","< 1 Year","Yes","medium","152",237,"0"
"Male",-15.7637,"1","50","0","< 1 Year","Yes","medium","152",81,"0"
"Male",-10.7637,"1","28","1","< 1 Year","No","medium","152",40,"0"
"Male",-14.7637,"1","30","1","< 1 Year","No","low","152",59,"0"
"Male",31.2363,"1","35","1","1-2 Year","No","low","88",217,"0"
"Female",-13.7637,"1","36","1","< 1 Year","No","low","152",82,"0"
"Male",2.2363,"1","50","0","> 2 Years","Yes","medium","8",232,"0"
"Female",-8.7637,"1","46","0","< 1 Year","Yes","low","152",226,"0"
"Female",4.2363,"1","16","0","1-2 Year","Yes","low","160",262,"0"
"Male",-2.7637,"1","18","1","1-2 Year","No","medium","124",57,"0"
"Female",20.2363,"1","28","0","1-2 Year","Yes","medium","152",124,"0"
"Male",15.2363,"1","28","0","1-2 Year","Yes","high","24",236,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","medium","124",125,"1"
"Female",4.2363,"1","28","1","1-2 Year","No","low","124",279,"0"
"Male",14.2363,"1","46","0","1-2 Year","Yes","high","26",258,"1"
"Male",10.2363,"1","28","0","1-2 Year","Yes","medium","124",222,"0"
"Female",-12.7637,"1","46","0","< 1 Year","No","medium","151",298,"0"
"Male",-13.7637,"1","28","1","< 1 Year","No","medium","152",68,"0"
"Female",12.2363,"1","28","0","1-2 Year","Yes","medium","26",272,"1"
"Male",-14.7637,"1","28","1","< 1 Year","No","medium","152",219,"0"
"Female",5.2363,"1","15","0","1-2 Year","Yes","medium","156",141,"1"
"Female",-15.7637,"1","46","1","< 1 Year","No","medium","152",293,"0"
"Male",-17.7637,"1","45","0","< 1 Year","Yes","medium","156",77,"0"
"Male",-15.7637,"1","30","1","< 1 Year","No","medium","152",105,"0"
"Female",25.2363,"1","28","0","> 2 Years","Yes","high","25",146,"1"
"Male",0.2363,"1","28","0","1-2 Year","Yes","medium","31",201,"0"
"Male",0.2363,"1","36","0","1-2 Year","Yes","high","122",52,"0"
"Male",15.2363,"1","36","0","1-2 Year","Yes","medium","156",103,"0"
"Male",-12.7637,"1","3","0","< 1 Year","Yes","low","152",98,"1"
"Female",8.2363,"1","41","0","1-2 Year","Yes","medium","124",55,"0"
"Male",8.2363,"1","50","1","1-2 Year","No","medium","124",147,"0"
"Female",-1.7637,"1","28","0","1-2 Year","Yes","high","26",83,"1"
"Female",3.2363,"1","28","0","1-2 Year","Yes","high","26",202,"0"
"Male",1.2363,"1","28","0","1-2 Year","Yes","high","124",91,"0"
"Male",8.2363,"1","8","0","1-2 Year","Yes","high","26",137,"0"
"Female",8.2363,"1","8","0","1-2 Year","Yes","medium","26",237,"1"
"Female",27.2363,"1","24","1","1-2 Year","No","medium","145",52,"0"
"Female",22.2363,"1","50","1","1-2 Year","No","medium","124",247,"0"
"Female",-10.7637,"1","41","1","< 1 Year","No","medium","152",111,"0"
"Male",-16.7637,"1","12","1","< 1 Year","No","high","152",25,"0"
"Male",17.2363,"1","28","1","1-2 Year","No","medium","124",57,"0"
"Male",39.2363,"1","28","0","1-2 Year","Yes","medium","52",112,"1"
"Male",-2.7637,"1","8","0","1-2 Year","Yes","high","122",64,"0"
"Female",-4.7637,"1","28","1","1-2 Year","No","high","26",287,"0"
"Female",-14.7637,"1","17","0","< 1 Year","No","medium","152",134,"0"
"Female",12.2363,"1","28","0","1-2 Year","Yes","low","26",130,"0"
"Male",34.2363,"1","3","1","1-2 Year","No","medium","26",98,"0"
"Male",-10.7637,"1","28","0","< 1 Year","Yes","high","26",55,"1"
"Male",1.2363,"1","28","0","1-2 Year","Yes","medium","26",161,"0"
"Female",-17.7637,"1","50","0","< 1 Year","Yes","medium","160",201,"0"
"Male",-4.7637,"1","11","0","1-2 Year","Yes","medium","163",157,"1"
"Female",-16.7637,"1","46","1","< 1 Year","No","low","152",94,"0"
"Male",-15.7637,"1","46","1","< 1 Year","No","low","152",81,"0"
"Female",14.2363,"1","28","0","1-2 Year","Yes","medium","26",273,"0"
"Male",-2.7637,"1","28","1","1-2 Year","No","medium","26",61,"0"
"Female",28.2363,"1","46","1","1-2 Year","No","medium","26",244,"0"
"Male",27.2363,"1","29","1","1-2 Year","No","medium","26",79,"0"
"Male",7.2363,"1","46","1","1-2 Year","No","medium","26",64,"0"
"Male",-16.7637,"1","45","1","< 1 Year","No","medium","152",106,"0"
"Female",2.2363,"1","28","0","< 1 Year","No","low","1",263,"0"
"Female",-15.7637,"1","28","1","< 1 Year","No","high","152",84,"0"
"Female",-13.7637,"1","16","0","< 1 Year","No","low","152",235,"0"
"Male",1.2363,"1","28","0","1-2 Year","Yes","high","124",77,"0"
"Male",8.2363,"1","48","0","1-2 Year","Yes","low","26",188,"0"
"Male",19.2363,"1","28","0","1-2 Year","Yes","high","26",286,"0"
"Female",-11.7637,"1","36","1","< 1 Year","No","medium","151",240,"0"
"Female",33.2363,"1","28","0","> 2 Years","Yes","medium","116",185,"0"
"Female",-0.7637,"1","8","0","1-2 Year","Yes","medium","124",81,"0"
"Female",7.2363,"1","8","1","1-2 Year","No","high","124",232,"0"
"Female",-10.7637,"1","28","1","< 1 Year","No","medium","152",266,"0"
"Male",33.2363,"1","28","0","> 2 Years","Yes","high","26",259,"1"
"Male",11.2363,"1","28","1","1-2 Year","No","medium","26",79,"0"
"Male",-6.7637,"1","28","1","< 1 Year","No","medium","26",129,"0"
"Male",11.2363,"1","46","0","1-2 Year","Yes","medium","26",34,"0"
"Male",38.2363,"1","28","1","1-2 Year","No","medium","26",105,"0"
"Male",41.2363,"1","18","1","1-2 Year","No","medium","124",286,"0"
"Female",-7.7637,"1","30","1","< 1 Year","No","medium","152",190,"0"
"Male",36.2363,"1","43","0","1-2 Year","Yes","low","26",295,"1"
"Female",-14.7637,"1","46","1","< 1 Year","No","low","152",293,"0"
"Female",18.2363,"1","28","0","1-2 Year","Yes","high","124",213,"0"
"Male",-4.7637,"1","14","0","1-2 Year","Yes","low","157",286,"0"
"Male",-5.7637,"1","8","0","< 1 Year","Yes","medium","26",277,"1"
"Female",31.2363,"1","28","1","1-2 Year","No","high","125",89,"0"
"Male",17.2363,"1","28","0","1-2 Year","Yes","medium","26",123,"0"
"Female",-8.7637,"1","28","1","< 1 Year","No","high","152",170,"0"
"Male",-6.7637,"1","15","0","1-2 Year","Yes","medium","155",199,"0"
"Female",24.2363,"1","48","1","1-2 Year","No","low","26",259,"0"
"Male",-15.7637,"1","30","1","< 1 Year","No","medium","152",11,"0"
"Female",4.2363,"1","39","0","1-2 Year","Yes","low","157",22,"0"
"Male",-10.7637,"1","35","1","< 1 Year","No","medium","152",235,"0"
"Male",2.2363,"1","28","0","1-2 Year","No","high","124",106,"0"
"Male",-10.7637,"1","9","0","< 1 Year","Yes","low","160",75,"0"
"Female",24.2363,"1","28","0","1-2 Year","No","medium","12",100,"0"
"Female",13.2363,"1","28","1","1-2 Year","No","medium","124",152,"0"
"Male",-1.7637,"1","23","0","1-2 Year","Yes","low","154",30,"0"
"Male",7.2363,"1","43","0","> 2 Years","Yes","medium","26",17,"0"
"Female",-14.7637,"1","41","1","< 1 Year","No","high","152",148,"0"
"Male",-10.7637,"1","8","0","< 1 Year","No","medium","152",218,"0"
"Male",1.2363,"1","31","0","1-2 Year","Yes","low","154",241,"0"
"Male",11.2363,"1","28","1","1-2 Year","No","high","26",241,"0"
"Female",-4.7637,"1","14","0","1-2 Year","Yes","low","26",120,"0"
"Female",-9.7637,"1","8","0","< 1 Year","Yes","low","124",298,"1"
"Male",-7.7637,"1","23","0","1-2 Year","Yes","medium","124",122,"1"
"Male",-14.7637,"1","27","0","< 1 Year","No","medium","152",232,"0"
"Male",17.2363,"1","34","0","1-2 Year","Yes","medium","124",192,"1"
"Male",30.2363,"1","48","0","1-2 Year","Yes","low","26",126,"0"
"Male",18.2363,"1","41","0","1-2 Year","Yes","high","26",106,"0"
"Male",-15.7637,"1","22","1","< 1 Year","No","low","152",148,"0"
"Female",6.2363,"1","41","0","1-2 Year","Yes","high","26",44,"1"
"Female",-16.7637,"1","41","1","< 1 Year","No","low","152",58,"0"
"Male",-14.7637,"1","48","0","< 1 Year","Yes","low","156",247,"0"
"Female",-6.7637,"1","34","1","1-2 Year","No","medium","124",280,"0"
"Female",10.2363,"1","41","1","1-2 Year","No","medium","124",67,"0"
"Male",-11.7637,"1","40","0","< 1 Year","Yes","medium","152",113,"0"
"Male",-14.7637,"1","6","1","< 1 Year","No","medium","152",40,"0"
"Female",-13.7637,"1","8","1","< 1 Year","No","medium","152",120,"0"
"Male",14.2363,"1","28","0","1-2 Year","Yes","medium","124",149,"0"
"Male",15.2363,"1","28","1","1-2 Year","Yes","high","124",20,"0"
"Male",-10.7637,"1","25","1","< 1 Year","No","high","152",137,"0"
"Female",21.2363,"1","28","1","1-2 Year","No","medium","26",280,"0"
"Male",-3.7637,"1","28","0","1-2 Year","Yes","medium","26",183,"1"
"Female",-9.7637,"1","1","0","< 1 Year","Yes","low","152",185,"0"
"Female",5.2363,"1","21","0","1-2 Year","No","low","128",214,"0"
"Female",-12.7637,"1","44","1","< 1 Year","No","low","152",134,"0"
"Male",-16.7637,"1","9","1","< 1 Year","No","medium","152",266,"0"
"Male",17.2363,"1","40","0","> 2 Years","Yes","medium","26",171,"1"
"Female",29.2363,"1","28","0","1-2 Year","Yes","high","116",230,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","high","124",137,"0"
"Female",17.2363,"1","8","1","1-2 Year","No","high","120",47,"0"
"Female",-13.7637,"1","4","1","< 1 Year","No","low","152",187,"0"
"Female",-8.7637,"1","21","0","< 1 Year","Yes","low","152",23,"1"
"Male",-14.7637,"1","37","1","< 1 Year","No","medium","152",266,"0"
"Female",-12.7637,"1","28","1","< 1 Year","No","medium","152",31,"0"
"Female",5.2363,"1","28","0","1-2 Year","Yes","high","124",64,"1"
"Male",3.2363,"1","41","0","1-2 Year","Yes","medium","124",18,"0"
"Female",-14.7637,"1","30","0","1-2 Year","No","low","156",220,"1"
"Female",-15.7637,"1","23","1","< 1 Year","No","medium","152",81,"0"
"Male",31.2363,"1","28","0","1-2 Year","Yes","low","157",57,"1"
"Male",-11.7637,"1","30","0","< 1 Year","Yes","low","152",200,"0"
"Male",10.2363,"1","28","1","1-2 Year","Yes","low","26",150,"0"
"Male",36.2363,"1","28","1","1-2 Year","No","low","124",248,"0"
"Male",-11.7637,"1","28","0","< 1 Year","Yes","high","124",111,"0"
"Female",35.2363,"1","28","0","1-2 Year","No","high","3",146,"0"
"Female",-13.7637,"1","41","1","< 1 Year","No","high","152",62,"0"
"Female",-16.7637,"1","36","1","< 1 Year","No","medium","152",277,"0"
"Female",-18.7637,"1","8","0","< 1 Year","Yes","high","160",18,"0"
"Female",-0.7637,"1","28","1","1-2 Year","No","medium","25",145,"0"
"Male",-14.7637,"1","32","1","< 1 Year","No","medium","152",214,"0"
"Male",-4.7637,"1","12","0","1-2 Year","Yes","low","157",284,"1"
"Male",21.2363,"1","39","0","1-2 Year","Yes","low","120",268,"1"
"Female",-14.7637,"1","30","1","< 1 Year","No","low","152",148,"0"
"Male",-11.7637,"1","28","1","< 1 Year","No","high","152",266,"0"
"Female",-11.7637,"1","29","1","< 1 Year","No","medium","152",86,"0"
"Female",-15.7637,"1","14","1","< 1 Year","No","high","152",113,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","high","154",266,"1"
"Female",-13.7637,"1","16","1","< 1 Year","No","medium","152",265,"0"
"Female",-13.7637,"1","10","1","< 1 Year","No","medium","152",13,"0"
"Female",11.2363,"1","47","0","1-2 Year","No","medium","124",141,"0"
"Male",20.2363,"1","36","0","1-2 Year","Yes","medium","124",49,"0"
"Female",-6.7637,"1","28","1","< 1 Year","No","high","152",268,"0"
"Male",26.2363,"0","28","0","> 2 Years","Yes","low","154",197,"0"
"Male",0.2363,"1","3","0","1-2 Year","Yes","low","124",74,"1"
"Male",36.2363,"1","48","0","1-2 Year","Yes","low","118",37,"0"
"Male",-7.7637,"1","35","1","< 1 Year","No","low","152",165,"0"
"Female",41.2363,"1","20","0","> 2 Years","Yes","low","124",228,"0"
"Male",-2.7637,"1","46","0","1-2 Year","No","medium","26",187,"0"
"Female",-13.7637,"1","29","1","< 1 Year","No","medium","152",290,"0"
"Male",-8.7637,"1","41","1","1-2 Year","No","low","12",196,"0"
"Male",41.2363,"1","50","1","1-2 Year","No","medium","124",204,"0"
"Male",-14.7637,"1","3","1","< 1 Year","No","high","152",198,"0"
"Male",-16.7637,"1","39","0","< 1 Year","Yes","high","152",107,"0"
"Female",12.2363,"1","28","1","1-2 Year","No","medium","26",265,"0"
"Female",-15.7637,"1","5","0","< 1 Year","Yes","medium","152",97,"0"
"Female",-14.7637,"1","22","0","< 1 Year","No","medium","152",120,"0"
"Female",8.2363,"1","28","0","1-2 Year","Yes","high","124",273,"0"
"Female",-16.7637,"1","25","1","< 1 Year","No","medium","152",174,"0"
"Male",5.2363,"1","28","0","1-2 Year","Yes","medium","26",38,"1"
"Male",3.2363,"1","8","0","1-2 Year","Yes","medium","124",235,"0"
"Female",23.2363,"1","28","0","1-2 Year","Yes","medium","26",44,"1"
"Male",-15.7637,"1","33","1","< 1 Year","No","low","152",278,"0"
"Female",25.2363,"1","15","0","1-2 Year","Yes","medium","124",70,"0"
"Female",13.2363,"1","46","0","1-2 Year","Yes","medium","26",23,"1"
"Female",-5.7637,"1","41","1","< 1 Year","No","medium","152",136,"0"
"Female",-11.7637,"1","3","1","< 1 Year","No","medium","152",114,"0"
"Female",-14.7637,"1","30","1","< 1 Year","No","medium","152",245,"0"
"Female",-13.7637,"1","30","0","< 1 Year","Yes","low","160",184,"1"
"Female",-14.7637,"1","24","1","< 1 Year","No","low","152",138,"0"
"Male",11.2363,"1","28","0","1-2 Year","Yes","medium","157",202,"0"
"Female",8.2363,"1","28","0","> 2 Years","Yes","high","26",136,"1"
"Female",-12.7637,"1","12","1","< 1 Year","No","medium","152",152,"0"
"Female",9.2363,"1","45","0","1-2 Year","Yes","low","156",122,"0"
"Male",1.2363,"1","28","0","1-2 Year","Yes","medium","26",136,"1"
"Male",18.2363,"1","46","1","1-2 Year","Yes","medium","26",280,"0"
"Male",-4.7637,"1","46","1","1-2 Year","No","high","26",201,"0"
"Male",-0.7637,"1","3","0","1-2 Year","Yes","high","124",75,"0"
"Female",-14.7637,"1","15","1","< 1 Year","No","medium","152",290,"0"
"Male",5.2363,"1","47","0","1-2 Year","Yes","medium","26",173,"0"
"Male",11.2363,"1","8","1","1-2 Year","No","medium","124",122,"0"
"Female",1.2363,"1","30","1","1-2 Year","No","medium","152",281,"0"
"Male",10.2363,"1","10","0","> 2 Years","Yes","medium","124",118,"0"
"Female",-15.7637,"1","8","1","< 1 Year","No","medium","152",147,"0"
"Female",-5.7637,"1","30","1","< 1 Year","No","low","152",72,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","medium","44",284,"0"
"Female",-17.7637,"1","30","1","< 1 Year","No","high","152",196,"0"
"Female",-12.7637,"1","41","1","< 1 Year","No","medium","152",186,"0"
"Male",-1.7637,"1","15","0","1-2 Year","Yes","low","14",148,"0"
"Female",-0.7637,"1","15","1","1-2 Year","No","high","152",232,"0"
"Female",-12.7637,"1","9","1","< 1 Year","No","medium","152",157,"0"
"Male",-17.7637,"1","28","1","< 1 Year","No","medium","152",55,"0"
"Female",-14.7637,"1","21","1","< 1 Year","No","medium","152",150,"0"
"Male",-7.7637,"1","6","0","1-2 Year","Yes","low","156",111,"0"
"Male",22.2363,"1","28","1","1-2 Year","No","high","124",227,"0"
"Female",-14.7637,"1","3","1","< 1 Year","No","medium","152",134,"0"
"Female",-10.7637,"1","32","1","< 1 Year","No","medium","152",248,"0"
"Male",24.2363,"1","28","0","1-2 Year","Yes","high","26",177,"0"
"Female",-0.7637,"1","28","0","1-2 Year","Yes","low","158",96,"1"
"Female",6.2363,"1","15","1","1-2 Year","No","medium","151",38,"0"
"Female",-17.7637,"1","46","1","< 1 Year","No","medium","160",102,"0"
"Male",15.2363,"1","8","0","1-2 Year","Yes","high","26",135,"0"
"Female",-16.7637,"1","22","1","< 1 Year","No","medium","152",258,"0"
"Female",0.2363,"1","33","1","1-2 Year","No","medium","138",126,"0"
"Male",12.2363,"1","28","0","1-2 Year","Yes","low","158",105,"0"
"Male",27.2363,"1","35","0","1-2 Year","Yes","medium","26",177,"0"
"Male",-15.7637,"1","26","0","1-2 Year","Yes","medium","124",187,"0"
"Male",-16.7637,"1","44","1","< 1 Year","No","medium","152",296,"0"
"Male",-9.7637,"1","33","0","1-2 Year","Yes","low","124",81,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","high","152",279,"0"
"Male",22.2363,"1","41","1","1-2 Year","No","high","26",138,"0"
"Male",13.2363,"1","28","0","> 2 Years","Yes","high","26",111,"0"
"Male",29.2363,"1","41","1","1-2 Year","No","low","152",227,"0"
"Male",-2.7637,"1","10","0","1-2 Year","No","low","124",238,"0"
"Male",13.2363,"1","28","0","> 2 Years","Yes","low","124",107,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","medium","124",100,"0"
"Male",10.2363,"1","26","0","1-2 Year","Yes","medium","124",131,"0"
"Female",-13.7637,"1","28","1","< 1 Year","No","high","152",69,"0"
"Female",29.2363,"1","46","0","1-2 Year","Yes","low","157",284,"0"
"Male",24.2363,"1","30","0","1-2 Year","Yes","medium","124",20,"0"
"Male",7.2363,"1","18","0","1-2 Year","Yes","medium","124",123,"1"
"Male",-13.7637,"1","14","0","< 1 Year","Yes","low","124",204,"0"
"Female",-8.7637,"1","50","1","< 1 Year","No","medium","152",28,"0"
"Female",-14.7637,"1","11","1","< 1 Year","No","medium","152",240,"0"
"Male",5.2363,"1","28","0","1-2 Year","No","high","26",223,"0"
"Male",-14.7637,"1","5","0","< 1 Year","Yes","medium","152",71,"0"
"Male",-0.7637,"1","28","0","1-2 Year","Yes","medium","124",79,"1"
"Female",12.2363,"1","41","1","1-2 Year","No","medium","152",23,"0"
"Female",7.2363,"1","28","0","1-2 Year","Yes","high","26",157,"1"
"Male",14.2363,"1","8","0","1-2 Year","Yes","high","124",197,"0"
"Male",-13.7637,"1","28","1","< 1 Year","No","high","152",184,"0"
"Male",15.2363,"1","41","0","1-2 Year","Yes","medium","124",291,"0"
"Male",22.2363,"1","8","0","1-2 Year","Yes","medium","26",236,"0"
"Male",36.2363,"1","39","0","1-2 Year","Yes","high","26",253,"0"
"Female",-5.7637,"1","24","0","1-2 Year","Yes","medium","124",157,"0"
"Male",-4.7637,"1","28","1","1-2 Year","No","medium","124",286,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","medium","152",197,"0"
"Male",3.2363,"1","8","0","1-2 Year","Yes","medium","124",65,"0"
"Male",-14.7637,"1","30","1","< 1 Year","No","medium","152",38,"0"
"Male",-1.7637,"1","15","0","1-2 Year","Yes","low","26",165,"1"
"Female",-15.7637,"1","28","0","< 1 Year","Yes","medium","152",210,"0"
"Male",-16.7637,"1","5","1","< 1 Year","No","medium","152",164,"0"
"Male",-11.7637,"1","21","1","< 1 Year","No","medium","152",68,"0"
"Male",10.2363,"1","47","1","1-2 Year","No","medium","16",10,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","low","124",212,"0"
"Male",4.2363,"1","39","1","1-2 Year","No","medium","124",282,"0"
"Male",-16.7637,"1","28","0","< 1 Year","Yes","low","160",58,"0"
"Male",-10.7637,"1","43","1","< 1 Year","No","medium","152",191,"0"
"Male",5.2363,"1","8","0","1-2 Year","Yes","medium","124",77,"0"
"Male",22.2363,"1","39","0","1-2 Year","Yes","low","157",246,"0"
"Male",-13.7637,"1","2","0","< 1 Year","Yes","medium","152",17,"0"
"Male",12.2363,"1","28","0","> 2 Years","Yes","high","122",148,"0"
"Male",-14.7637,"1","7","0","< 1 Year","No","low","152",131,"0"
"Male",3.2363,"1","28","0","1-2 Year","No","medium","55",196,"0"
"Female",-15.7637,"1","8","0","< 1 Year","Yes","medium","151",216,"0"
"Female",9.2363,"1","28","0","1-2 Year","Yes","medium","122",36,"0"
"Male",7.2363,"1","8","0","1-2 Year","Yes","high","25",207,"0"
"Female",-17.7637,"1","30","1","< 1 Year","No","medium","152",221,"0"
"Male",-16.7637,"1","42","1","< 1 Year","No","medium","152",273,"0"
"Female",3.2363,"1","28","0","1-2 Year","Yes","medium","25",242,"0"
"Female",-15.7637,"1","30","1","< 1 Year","No","low","152",202,"0"
"Male",34.2363,"1","28","1","1-2 Year","No","high","52",223,"0"
"Male",8.2363,"1","28","0","1-2 Year","No","high","52",69,"0"
